SPREAD,QUARTER SECTION,LAND USE,ISSUES1,REPAIRS COMPLETED YR. 1 (2014),MONITOR/REPAIR YR. 2 (2015),MONITOR YR. 3,STATUS,VEC,GIS,Topic
B,SW 30-7-4 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,SE 30-7-4 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,SW 29-7-4 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,SE 29-7-4 W3M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
B,SE 29-7-4 W3M,Improved pasture,Weed concerns,n/a,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
B,SW 28-7-4 W3M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NW 21-7-4 W3M,Cultivated,Flooding,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,NE 21-7-4 W3M,Cultivated,Unable to complete full PCEM assessment*; Contouring; Wind/water erosion,n/a,n/a,Complete PCEM assessment; Monitor erosion and/or ESC,Unresolved,,,
B,NW 22-7-4 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NE 22-7-4 W3M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NW 23-7-4 W3M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NE 23-7-4 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,NW 24-7-4 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NW 24-7-4 W3M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
B,NE 24-7-4 W3M,Cultivated,Compaction; Wind/water erosion,n/a,n/a,Monitor stunted crop; compaction; erosion and/or ESC,Unresolved,,,
B,SE 24-7-4 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,SE 24-7-4 W3M,Hay,Weed concerns,n/a,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
B,NE 13-7-4 W3M,Cultivated,Subsidence; Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC; subsidence,Unresolved,,,
B,SE 13-7-4 W3M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,SW 18-7-3 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,NW 7-7-3 W3M,Cultivated,Subsidence,n/a,n/a,Monitor stunted crop; subsidence,Unresolved,,,
B,NE 7-7-3 W3M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NE 7-7-3 W3M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
B,NW 8-7-3 W3M,Cultivated,Contouring; Wind/water erosion,n/a,Monitor seed catch; noxious and/or aggressive weeds,Monitor stunted crop; contouring; erosion and/or ESC,Unresolved,,,
B,NE 8-7-3 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,SE 17-7-3 W3M,Cultivated,Contouring; Wind/water erosion,Recontoured,n/a,Monitor stunted crop; contouring; erosion and/or ESC,Unresolved,,,
B,SW 16-7-3 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,SE 16-7-3 W3M,Cultivated,Subsidence,n/a,Monitor subsidence,Monitor subsidence,Unresolved,,,
B,SW 15-7-3 W3M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NW 10-7-3 W3M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NE 10-7-3 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,NW 11-7-3 W3M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NE 11-7-3 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,NW 12-7-3 W3M,Cultivated,Subsidence,Subsidence repaired,Monitor subsidence,Monitor stunted crop; subsidence,Unresolved,,,
B,NE 12-7-3 W3M,Cultivated,Subsidence; Weed concerns including absinthe; Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC; subsidence,Unresolved,,,
B,NW 7-7-2 W3M,Cultivated,Compaction; Wind/water erosion,n/a,n/a,Monitor stunted crop; compaction,Unresolved,,,
B,NE 7-7-2 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NW 8-7-2 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NE 8-7-2 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NW 9-7-2 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NW 9-7-2 W3M,Improved pasture,Weed concerns; Wind/water erosion,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
B,NE 9-7-2 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NE 9-7-2 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NW 10-7-2 W3M,Cultivated,Subsidence,Subsidence repaired,n/a,Monitor stunted crop; subsidence,Unresolved,,,
B,NE 10-7-2 W3M,Cultivated,Rutting,n/a,Monitor rutting,Monitor stunted crop; rutting,Unresolved,,,
B,NE 10-7-2 W3M,Improved pasture,Weed concerns,Seeded,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
B,NW 11-7-2 W3M,Cultivated,Subsidence,Subsidence repaired,n/a,Monitor stunted crop,Unresolved,,,
B,NE 11-7-2 W3M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NW 12-7-2 W3M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NE 12-7-2 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NW 7-7-1 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,NE 7-7-1 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NW 8-7-1 W3M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
B,NE 8-7-1 W3M,Hay,Weed concerns,Subsidence repaired,n/a,Monitor seed catch; noxious and/or aggressive weeds; subsidence,Unresolved,,,
B,NE 8-7-1 W3M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NW 9-7-1 W3M,Improved pasture,Weed concerns,Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
B,NW 9-7-1 W3M,Native prairie,Weed concerns,Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
B,NE 9-7-1 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,NW 10-7-1 W3M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NE 10-7-1 W3M,Cultivated,Subsidence; Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC; subsidence,Unresolved,,,
B,NW 11-7-1 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NE 11-7-1 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,NE 11-7-1 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NW 12-7-1 W3M,Cultivated,Wind/water erosion,n/a,Monitor erosion and/or ESC,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NE 12-7-1 W3M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC; subsidence,Unresolved,,,
B,NE 9-7-30 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NW 10-7-30 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NE 10-7-30 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,NE 10-7-30 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NW 11-7-30 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,NE 11-7-30 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,NW 12-7-30 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NE 12-7-30 W2M,Cultivated,Admixing; Contouring,n/a,n/a,Monitor stunted crop; admixing; contouring,Unresolved,,,
B,NE 12-7-30 W2M,Hay,Subsidence; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; subsidence,Unresolved,,,
B,NW 7-7-29 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NE 7-7-29 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NW 8-7-29 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
B,NW 8-7-29 W2M,Cultivated,Subsidence,Subsidence repaired,n/a,Monitor stunted crop; subsidence,Unresolved,,,
B,NE 8-7-29 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NW 9-7-29 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NE 9-7-29 W2M,Cultivated,Compaction; Wind/water erosion,n/a,n/a,Monitor stunted crop; compaction,Unresolved,,,
B,NW 10-7-29 W2M,Cultivated,Contouring,n/a,n/a,Monitor stunted crop; contouring,Unresolved,,,
B,NE 10-7-29 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NW 11-7-29 W2M,Cultivated,Contouring,n/a,n/a,Monitor stunted crop; contouring,Unresolved,,,
B,NE 11-7-29 W2M,Native prairie,Weed concerns crested wheatgrass; Wind/water erosion,n/a,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
B,NE 11-7-29 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,NW 12-7-29 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
B,NE 12-7-29 W2M,Cultivated,Contouring,n/a,n/a,Monitor stunted crop; contouring,Unresolved,,,
B,SE 12-7-29 W2M,Cultivated,Contouring,n/a,n/a,Monitor stunted crop; contouring,Unresolved,,,
B,NE 1-7-29 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,SE 1-7-29 W2M,Cultivated,Subsidence,Subsidence repaired,n/a,Monitor stunted crop; subsidence,Unresolved,,,
B,SW 6-7-28 W2M,Cultivated,Contouring,n/a,n/a,Monitor stunted crop; contouring,Unresolved,,,
B,SE 6-7-28 W2M,Cultivated,Contouring,n/a,n/a,Monitor stunted crop; contouring,Unresolved,,,
B,SW 5-7-28 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,SE 5-7-28 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
B,SW 4-7-28 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
B,SE 4-7-28 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NE 32-06-28 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
C,NW 33-06-28 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 33-06-28 W2M,Native prairie,Contouring; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; contouring,Unresolved,,,
C,NE 33-06-28 W2M,Native prairie,Weed concerns including crested wheatgrass,n/a,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 33-06-28 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 34-06-28 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 34-06-28 W2M,Cultivated,Unable to complete full PCEM assessment*; Wind/water erosion,n/a,n/a,Complete PCEM assessment; Monitor erosion and/or ESC,Unresolved,,,
C,NE 34-06-28 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; contouring; erosion and/or ESC,Unresolved,,,
C,NW 35-06-28 W2M,Improved pasture,Silt fence and/or construction debris; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 35-06-28 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,SE 35-06-28 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SE 35-06-28 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SE 35-06-28 W2M,Native prairie,Silt fence and/or construction debris; Trench crowning; Weed concerns,n/a,Remove silt fence and/or construction debris,Monitor seed catch; noxious and/or aggressive weeds; trench crowning,Unresolved,,,
C,SW 36-06-28 W2M,Native prairie,Silt fence and/or construction debris; Trench crowning; Weed concerns,n/a,Remove silt fence and/or construction debris,Monitor seed catch; noxious and/or aggressive weeds; trench crowning,Unresolved,,,
C,SW 36-06-28 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SE 36-06-28 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SE 36-06-28 W2M,Native prairie,Weed concerns,n/a,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 25-06-28 W2M,Native prairie,Weed concerns including crested wheatgrass and leafy spurge,Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 25-06-28 W2M,Improved pasture,Weed concerns including Canada thistle; Wind/water erosion,n/a,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
C,NW 30-06-27 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 30-06-27 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 30-06-27 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 30-06-27 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,SE 30-06-27 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NE 19-06-27 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 20-06-27 W2M,Hay,Contouring; Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds; contouring,Unresolved,,,
C,NE 20-06-27 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 20-06-27 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NW 21-06-27 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NE 21-06-27 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NW 22-06-27 W2M,Cultivated,Compaction; Wind/water erosion,n/a,n/a,Monitor stunted crop; compaction; erosion and/or ESC,Unresolved,,,
C,NW 22-06-27 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 22-06-27 W2M,Cultivated,Unable to complete full PCEM assessment*; Contouring; Wind/water erosion,n/a,n/a,Complete PCEM assessment; Monitor contouring; erosion and/or ESC,Unresolved,,,
C,NW 23-06-27 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 23-06-27 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 23-06-27 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 24-06-27 W2M,Cultivated,Unable to complete full PCEM assessment*; Wind/water erosion,n/a,n/a,Complete PCEM assessment; Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NE 24-06-27 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 19-06-26 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 19-06-26 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
C,NW 19-06-26 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 19-06-26 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 19-06-26 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 20-06-26 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 20-06-26 W2M,Cultivated,Unable to complete full PCEM assessment*; Wind/water erosion,n/a,n/a,Complete PCEM assessment; Monitor erosion and/or ESC,Unresolved,,,
C,NE 20-06-26 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 20-06-26 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
C,NW 21-06-26 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
C,NE 21-06-26 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
C,NW 22-06-26 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 22-06-26 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 23-06-26 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 23-06-26 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NE 23-06-26 W2M,Cultivated,Wind/water erosion,Erosion repaired and/or ESC implemented,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NW 24-06-26 W2M,Hay,Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 24-06-26 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 19-06-25 W2M,Improved pasture,Weed concerns; Wind/water erosion,Erosion repaired and/or ESC implemented,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
C,NE 19-06-25 W2M,Cultivated,Admixing; Contouring; Wind/water erosion,n/a,n/a,Monitor stunted crop; admixing; contouring,Unresolved,,,
C,NW 20-06-25 W2M,Hay,Subsidence; Weed concerns; Wind/water erosion,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; subsidence,Unresolved,,,
C,SW 20-06-25 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 17-06-25 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
C,SW 17-06-25 W2M,Cultivated,Compaction; Wind/water erosion,n/a,n/a,Monitor stunted crop; compaction,Unresolved,,,
C,NW 08-06-25 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NE 08-06-25 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
C,NW 09-06-25 W2M,Cultivated,Subsidence,Subsidence repaired,n/a,Monitor subsidence,Unresolved,,,
C,NE 09-06-25 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NW 10-06-25 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NE 10-06-25 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 11-06-25 W2M,Cultivated,Wind/water erosion,Erosion repaired and/or ESC implemented; Subsidence repaired,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NE 11-06-25 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 12-06-25 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 12-06-25 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
C,NW 07-06-24 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 07-06-24 W2M,Hay,Subsidence; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; subsidence,Unresolved,,,
C,NE 07-06-24 W2M,Hay,Weed concerns including absinthe,Seeded; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SE 07-06-24 W2M,Hay,Contouring; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; contouring,Unresolved,,,
C,NE 06-06-24 W2M,Hay,Contouring; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; contouring,Unresolved,,,
C,SE 06-06-24 W2M,Hay,Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 05-06-24 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 05-06-24 W2M,Cultivated,Unable to complete full PCEM assessment*; Wind/water erosion,n/a,n/a,Complete PCEM assessment; Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,SE 05-06-24 W2M,Hay,Subsidence; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; subsidence,Unresolved,,,
C,SE 05-06-24 W2M,Cultivated,Unable to complete full PCEM assessment*; Wind/water erosion,n/a,n/a,Complete PCEM assessment; Monitor erosion and/or ESC,Unresolved,,,
C,SW 04-06-24 W2M,Improved pasture,Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 04-06-24 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SE 04-06-24 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 03-06-24 W2M,Native prairie,Weed concerns; Wind/water erosion,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
C,NW 34-05-24 W2M,Native prairie,Weed concerns,Rutting repaired,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 34-05-24 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 34-05-24 W2M,Hay,Contouring; Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds; contouring,Unresolved,,,
C,NW 27-05-24 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 27-05-24 W2M,Hay,Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 22-05-24 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 22-05-24 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
C,SW 22-05-24 W2M,Cultivated,Unable to complete full PCEM assessment*,Seeded,n/a,Complete PCEM assessment,Unresolved,,,
C,NW 15-05-24 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 15-05-24 W2M,Hay,Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 15-05-24 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 10-05-24 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
C,NE 10-05-24 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 11-05-24 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NE 11-05-24 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
C,NW 12-05-24 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NE 12-05-24 W2M,Cultivated,Compaction; Wind/water erosion,n/a,n/a,Monitor stunted crop; compaction; erosion and/or ESC,Unresolved,,,
C,NW 07-05-23 W2M,Cultivated,Wind/water erosion,n/a,Monitor erosion and/or ESC,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NE 07-05-23 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 08-05-23 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
C,NW 08-05-23 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 08-05-23 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 09-05-23 W2M,Native prairie,Weed concerns; Wind/water erosion,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
