Alignment Sheet,Legal Location (W4M),Approximate KP,Tract Number,Environmental Issue(s),Mitigation Measures Implemented During Construction,Outstanding Issues(s) from As-Built Report,Issue Observed 2010,Status,Recommended Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
12,SE 23-43-11,159.33 to 159.68,EL4-0297.00,2Wetland - Class IV 008 Health: healthy (88%),Vegetation walked down prior to geotextile and ramp installation. Topsoil stripped along trench line. Silt fence installed. Ramp removed and topsoil replaced. Wetland restored to previous contours.,Potential for sedimentation until vegetation is established and for alteration of drainage patterns.,"Health: healthy with problems (61%) Weeds: creeping thistle, sow-thistle; excessively weedy Riparian: willows cleared.  Bare ground on construction right-of-way.",Unresolved,Follow weed control plan Monitor in 2011.,,,STROME LOOP
12,SE 23-43-11,159.8,EL4-0297.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,Moderate density of perennial sow-thistle and creeping thistle on construction right-of-way.,Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
12,SW 24-43-11,159.8 to 160.0,EL4-0299.00,Soils - Compaction Vegetation - Moderate crop growth,Monitor crop growth in 2010 for seasonal alleviation of compaction.,Crop growth issues relating to compaction.,Moderate compaction on construction right-of-way.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction in 2011, if warranted.",,,STROME LOOP
12,SW 24-43-11,160.0 to 160.4,EL4-0299.00,Soils - Compaction Vegetation - Moderate crop growth,Monitor crop growth in 2010 for seasonal alleviation of compaction.,Crop growth issues relating to compaction.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,SW 24-43-11,160.03 to 160.17,EL4-0299.00,2Wetland - Class IV 008 Health: healthy with problems (65%),Silt fence installed on both sides of wetland.,Potential for sedimentation until vegetation is established.,Health: healthy with problems (65%),Resolved,None.,,,STROME LOOP
12,NW 13-43-11,160.4,EL4-0300.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,NE 13-43-11,160.7 to 161.6,EL4-0301.00,Soils - Compaction Vegetation - Moderate crop growth,Monitor crop growth in 2010 for seasonal alleviation of compaction.,Crop growth issues relating to compaction. Subsided trench.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,NE 13-43-11,161.0,EL4-0301.00,Soils - Admixing,Separated admixed soil with hoes during final clean-up activities.,Potential admixing.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,NE 13-43-11,161.5,EL4-0301.00,Soils - Trench line subsidence,"Repair subsided area in 2009, and monitor repaired area and crop growth in 2010.",Subsided trench.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,NE 13-43-11,161.6,EL4-0301.00,Vegetation - Weeds and Clubroot Disease,Power wash/mist.,Weed introduction and spread.,"Moderate density of flixweed, wild buckwheat, lamb's-quarters and wild oats on construction right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
