,tableId,rowIndex,vec_pri,vec_sec,soil,vegetation,water,fish,wildlife,species,air,heritage,physical,wetlands,acoustic,navigation,threshold,VECs
3049,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,77,Physical Environment – Trench Crown,Trench crown observed from KP 16.00 to KP 17.00.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3050,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,78,Physical Environment – Trench Crown,"Although breaks in trench crown were observed, ponding was present along the west side of trench crown at KP 16.10 to KP 16.48, KP 16.20 to KP 16.35, and KP 16.35 to KP 16.70.",0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3051,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,79,Vegetation – Establishment/ Soil – Admixing,Moderate vegetation establishment from KP 16.61 to KP 16.69 likely due to admixing and coarse woody debris placement.,2,2,0,0,0,0,0,0,0,0,0,0,0,soil
3051,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,79,Vegetation – Establishment/ Soil – Admixing,Moderate vegetation establishment from KP 16.61 to KP 16.69 likely due to admixing and coarse woody debris placement.,2,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3052,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,80,Vegetation Establishment,Moderate vegetation establishment from KP 16.80 to KP 17.00 likely due to admixing and coarse woody debris placement.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3053,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,81,Vegetation Establishment,Moderate vegetation establishment from KP 16.16 to 16.26 and KP 16.8 to 16.85. Likely due to large amount of large woody debris.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3054,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,82,Physical Environment – Erosion,Soil saturation observed along west side of trench crown from KP 16.80 to KP 17.00.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3055,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,83,Physical Environment – Erosion,No gully erosion observed at KP 16.33 during 2014 ground reconnaissance.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3056,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,84,Physical Environment – Subsidence,"Subsidence along trench line holding water at KP 16.10 to KP 16.48, KP 16.20 to KP 16.35, and from KP 16.35 to KP 16.70.",0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3057,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,85,Vegetation – Weeds,Low density scentless chamomile observed from KP 17.00 to KP 17.03.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3058,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,86,Vegetation – Weeds,Low density hemp nettle observed around NCD at KP 17.75 and along western edge of ROW from KP 17.75 to KP 18.00.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3059,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,87,,Low density of broad-leaved plantain at KP 17.82.,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
3060,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,88,,Low density of dandelion observed on ROW from KP 17.15 to KP 17.50.,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
3061,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,89,,Scentless chamomile observed adjacent to log deck at KP 17.07 (small patch); KP 17.4 (30 - 40 plants); at 17.14 (10 - 20 plants) on west edge of ROW during 2016 field assessment.,0,3,0,0,0,0,0,0,0,0,0,0,0,vegetation
3062,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,90,Physical Environment – Rutting,"Rutting along west side of ROW at KP 17.00, contained water with hydrocarbon sheen at the time of 2014 assessment.",0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3063,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,91,Vegetation  Establishment/  Soil – Admixing,"Moderate vegetation establishment from KP 17.10 to KP 17.43, likely due to soil admixing.",2,2,0,0,0,0,0,0,0,0,0,0,0,soil
3063,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,91,Vegetation  Establishment/  Soil – Admixing,"Moderate vegetation establishment from KP 17.10 to KP 17.43, likely due to soil admixing.",2,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3064,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,92,Vegetation – Weeds,Low to moderate density of perennial sow thistle from KP 18.04 to KP 18.70 observed during 2016 field assessment.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3065,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,93,Vegetation – Weeds,High density of perennial sow thistle on west side of trench crown at KP 18.52.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3066,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,94,Vegetation – Establishment/  Soil -Admixing,"Moderate vegetation establishment from KP 18.24 to KP 18.26, likely due to soil admixing and coarse woody debris placement. Good vegetation cover observed at KP 18.69 during 2014 ground reconnaissance.",2,2,0,0,0,0,0,0,0,0,0,0,0,soil
3066,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,94,Vegetation – Establishment/  Soil -Admixing,"Moderate vegetation establishment from KP 18.24 to KP 18.26, likely due to soil admixing and coarse woody debris placement. Good vegetation cover observed at KP 18.69 during 2014 ground reconnaissance.",2,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3067,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,95,Vegetation – Weeds,High density of perennial sow thistle from KP 19.55 to KP 20.03 in sporadic patches (50 - 100 plants) observed during 2016 field assessment. On west side of trench crown.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3068,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,96,Vegetation – Weeds,Sow thistle (50-100 plants) on and adjacent to the trench crown on both sides from KP 20.22; sporadic from 20.22 to 20.47 within 50 m of highway.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3069,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,97,Vegetation – Weeds,Small patch of scentless chamomile (ten plants) remains at KP 20.47.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3070,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,98,Physical Environment – Trench Crown,Trench crown observed from KP 21.00 to KP 22.00.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3071,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,99,Vegetation – Establishment/ Soil Admixing,Low vegetation establishment at temporary workspace from KP 21.00 to KP 21.08 likely due to coarse woody debris placement.,2,2,0,0,0,0,0,0,0,0,0,0,0,soil
3071,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,99,Vegetation – Establishment/ Soil Admixing,Low vegetation establishment at temporary workspace from KP 21.00 to KP 21.08 likely due to coarse woody debris placement.,2,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3072,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,100,Vegetation – Establishment/ Soil Admixing,Low to no vegetation establishment on the western side of ROW from KP 21.10 to KP 22.00.,2,2,0,0,0,0,0,0,0,0,0,0,0,soil
3072,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,100,Vegetation – Establishment/ Soil Admixing,Low to no vegetation establishment on the western side of ROW from KP 21.10 to KP 22.00.,2,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3073,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,101,Vegetation – Establishment/  Soil Compaction,Low vegetation establishment at KP 21.93 likely due to soil compaction.,2,2,0,0,0,0,0,0,0,0,0,0,0,soil
3073,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,101,Vegetation – Establishment/  Soil Compaction,Low vegetation establishment at KP 21.93 likely due to soil compaction.,2,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3074,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,102,Other - Refuse,Refuse (geotextile fabric) associated with pipeline activities documented at KP 21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
3075,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,103,Physical Environment – Trench Crown,Trench crown with frequent cross drains observed from KP 22.52 to KP 23.00.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3076,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,104,Vegetation – Weeds,Sow thistle (50+ plants) adjacent to access road to highway at KP 22.33.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3077,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,105,Vegetation – Weeds,Low density of narrow-leaved hawksbeard from KP 22.62 to KP 23.00,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3078,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,106,Vegetation – Weeds,Perennial sow thistle (ten plants) observed at KP 22.75 during 2016 field assessment.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3079,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,107,Physical Environment – Trench Crown,Trench crown observed from KP 23.00 to KP 24.00.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3080,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,108,Physical Environment - Erosion,Gully erosion observed along the trench crown from KP 23.30 to KP 23.45.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3081,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,109,Vegetation – Weeds,Moderate density of narrow-leaved hawksbeard from KP 23.20 to 23.30.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3082,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,110,Vegetation – Establishment/ Soil – Admixing,Low vegetation establishment from KP 23.20 to KP 23.30 likely due to soil admixing.,2,2,0,0,0,0,0,0,0,0,0,0,0,soil
3082,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,110,Vegetation – Establishment/ Soil – Admixing,Low vegetation establishment from KP 23.20 to KP 23.30 likely due to soil admixing.,2,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3083,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,111,Physical Environment – Trench Crown,Trench crown observed from KP 24.00 to KP 25.00 affecting drainage. .,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3084,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,112,Physical Environment – Trench Crown,Breaks in crown observed but evidence of ponding still present at KP 24.70 and KP 24.80.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3085,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,113,Vegetation – Weeds,Moderate density narrow-leaved hawksbeard observed from KP 24.64 to KP 25.00.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3086,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,114,Physical Environment – Subsidence,Subsidence observed along trench crown at KP 24.25.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3087,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,115,Physical Environment – Subsidence,Subsidence observed along trench crown from KP 24.56 to KP 24.59.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3088,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,116,Vegetation – Establishment/ Soil – Admixing,Low vegetation establishment from KP 24.58 to KP 24.64 likely due to soil admixing.,2,2,0,0,0,0,0,0,0,0,0,0,0,soil
3088,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,116,Vegetation – Establishment/ Soil – Admixing,Low vegetation establishment from KP 24.58 to KP 24.64 likely due to soil admixing.,2,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3089,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,117,Physical Environment – Trench Crown,Trench crown observed from KP 25.00 to KP 26.00.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3090,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,118,Vegetation – Establishment/ Soil – Admixing,Low vegetation establishment from KP 25.30 to KP 25.36.,2,2,0,0,0,0,0,0,0,0,0,0,0,soil
3090,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,118,Vegetation – Establishment/ Soil – Admixing,Low vegetation establishment from KP 25.30 to KP 25.36.,2,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3091,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,119,Vegetation – Establishment/ Soil – Admixing,Low vegetation establishment from KP 25.11 to KP 25.13.,2,2,0,0,0,0,0,0,0,0,0,0,0,soil
3091,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,119,Vegetation – Establishment/ Soil – Admixing,Low vegetation establishment from KP 25.11 to KP 25.13.,2,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3092,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,120,Vegetation – Establishment/ Soil – Admixing,Low vegetation establishment at KP 25.48.,2,2,0,0,0,0,0,0,0,0,0,0,0,soil
3092,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,120,Vegetation – Establishment/ Soil – Admixing,Low vegetation establishment at KP 25.48.,2,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3093,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,121,Physical Environment – Erosion,Large gully erosion (30 m long x 2 m wide x 1 to 3 m deep) due to elevated trench crown at KP 25.73.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3094,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,122,Physical Environment – Erosion,Large gully erosion (30 m long x 2 m wide x 1 to 3 m deep) due to elevated trench crown at KP 25.73.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3095,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,123,Physical Environment – Erosion,Gully erosion (110 m long x 1 to 2 m wide x 2 to 3 m deep) observed from KP 25.98 to KP 26.28.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3096,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,124,Physical Environment – Trench Crown,Trench crown observed from KP 26.00 to KP 27.00 affecting drainage and creating ponded areas at KP 26.90.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3097,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,125,Vegetation – Weeds,Moderate density narrow-leaved hawksbeard observed from KP 26.58 to KP 26.70.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3098,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,126,Vegetation – Weeds,Low density narrow-leaved hawksbeard observed from KP 26.90 to KP 27.00.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3099,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,127,Physical Environment – Erosion,No gully erosion observed from KP 26.06 to KP 26.28 during 2014 ground reconnaissance.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3100,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,128,"Vegetation – Establishment/ Soil – Admixing, Physical Environment – Rutting","Low vegetation establishment at tie-in facilities from KP 26.58 to KP 26.70, likely due to rutting and soil admixing.",2,2,0,0,0,0,0,0,2,0,0,0,0,soil
3100,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,128,"Vegetation – Establishment/ Soil – Admixing, Physical Environment – Rutting","Low vegetation establishment at tie-in facilities from KP 26.58 to KP 26.70, likely due to rutting and soil admixing.",2,2,0,0,0,0,0,0,2,0,0,0,0,vegetation
3100,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,128,"Vegetation – Establishment/ Soil – Admixing, Physical Environment – Rutting","Low vegetation establishment at tie-in facilities from KP 26.58 to KP 26.70, likely due to rutting and soil admixing.",2,2,0,0,0,0,0,0,2,0,0,0,0,physical
3101,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,129,Physical Environment – Erosion,Gully erosion (110 m long x 2.5 m wide x 1.5 m deep) observed running parallel to trench crown at KP 26.54.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3102,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,130,Vegetation – Establishment/ Physical Environment - Contouring,Low vegetation establishment observed at temporary work space at KP 27.26 likely due to coarse woody debris placement.,0,2,0,0,0,0,0,0,2,0,0,0,0,vegetation
3102,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,130,Vegetation – Establishment/ Physical Environment - Contouring,Low vegetation establishment observed at temporary work space at KP 27.26 likely due to coarse woody debris placement.,0,2,0,0,0,0,0,0,2,0,0,0,0,physical
3103,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,131,Vegetation – Establishment/ Physical Environment - Contouring,No issues observed with vegetation establishment from KP 27.01 to KP 27.36.,0,2,0,0,0,0,0,0,2,0,0,0,0,vegetation
3103,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,131,Vegetation – Establishment/ Physical Environment - Contouring,No issues observed with vegetation establishment from KP 27.01 to KP 27.36.,0,2,0,0,0,0,0,0,2,0,0,0,0,physical
3104,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,132,Vegetation – Establishment/ Physical Environment - Contouring,No issues observed with vegetation establishment from KP 27.49 to KP 27.59.,0,2,0,0,0,0,0,0,2,0,0,0,0,vegetation
3104,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,132,Vegetation – Establishment/ Physical Environment - Contouring,No issues observed with vegetation establishment from KP 27.49 to KP 27.59.,0,2,0,0,0,0,0,0,2,0,0,0,0,physical
3105,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,133,Vegetation – Establishment/ Physical Environment - Contouring,No issues observed with vegetation establishment from KP 27.49 to KP 27.59.,0,2,0,0,0,0,0,0,2,0,0,0,0,vegetation
3105,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,133,Vegetation – Establishment/ Physical Environment - Contouring,No issues observed with vegetation establishment from KP 27.49 to KP 27.59.,0,2,0,0,0,0,0,0,2,0,0,0,0,physical
3106,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,134,Physical Environment – Contouring,Contouring does not match adjacent terrain at KP 27.66 and is affecting drainage. Ponding observed on ROW.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3107,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,135,Vegetation - Weeds,One scentless chamomile plant observed at KP 27.63 (pulled by hand).,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3108,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,136,Physical Environment – Trench Crown,Trench crown observed from KP 28.00 to KP 29.00 affecting drainage and creating ponded areas along the west side of the crown.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3109,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,137,Physical Environment – Erosion,Large gully erosion (110 m long x 3 to 4 m wide x 2.5 m deep) from KP 28.16 to KP 28.28 partially eroding trench crown and associated with low vegetation.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3110,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,138,Physical Environment – Erosion,Gully erosion along trench crown (0.6 m wide x 0.3 m deep) from KP 28.79 to KP 28.95.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3111,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,139,Physical Environment – Rutting,Rutted section (20 m x 2 m) observed along western edge of ROW at KP 28.82,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3112,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,140,Physical Environment – Trench Crown,Trench crown observed from KP 29.00 to KP 30.00.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3113,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,141,Vegetation – Weeds,Low density narrow-leaved hawksbeard observed at KP 29.48.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3114,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,142,Vegetation – Weeds,Low density perennial sow thistle observed from KP 29.25 - 29.38 and low density scentless chamomile observed at KP 29.63 during 2016 assessment.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3115,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,143,Vegetation – Establishment/ Soil – Admixing,Low vegetation establishment from KP 29.00 to KP 29.20; area lacks significant topsoil.                                                                          Low vegetation establishment at KP 29.49 likely the result of soil admixing.,2,2,0,0,0,0,0,0,0,0,0,0,0,soil
3115,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,143,Vegetation – Establishment/ Soil – Admixing,Low vegetation establishment from KP 29.00 to KP 29.20; area lacks significant topsoil.                                                                          Low vegetation establishment at KP 29.49 likely the result of soil admixing.,2,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3116,eb2c8706-99b1-4524-a233-c5cb9ef8a09a,144,Physical Environment – Erosion,Minor gully erosion along NCD bed at KP 29.44 with fully vegetated banks.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
3117,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,1,1. PHYSICAL ENVIRONMENT,,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
3118,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,2,1. PHYSICAL ENVIRONMENT,,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
3119,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,3,1. PHYSICAL ENVIRONMENT,,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
3120,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,4,2. SOIL CAPABILITY,,1,0,0,0,0,0,0,0,0,0,0,0,0,soil
3121,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,5,2. SOIL CAPABILITY,,1,0,0,0,0,0,0,0,0,0,0,0,0,soil
3122,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,6,2. SOIL CAPABILITY,,1,0,0,0,0,0,0,0,0,0,0,0,0,soil
3123,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,7,2. SOIL CAPABILITY,,1,0,0,0,0,0,0,0,0,0,0,0,0,soil
3124,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,8,2. SOIL CAPABILITY,,1,0,0,0,0,0,0,0,0,0,0,0,0,soil
3125,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,9,2. SOIL CAPABILITY,,1,0,0,0,0,0,0,0,0,0,0,0,0,soil
3126,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,10,3. WATER QUALITY AND QUANTITY,,0,0,2,0,0,0,0,0,0,0,0,0,0,water
3127,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,11,3. WATER QUALITY AND QUANTITY,,0,0,2,0,0,0,0,0,0,0,0,0,0,water
3128,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,12,4. FISH AND FISH HABITAT,,0,0,0,2,0,0,0,0,0,0,0,0,0,fish
3129,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,13,4. FISH AND FISH HABITAT,,0,0,0,2,0,0,0,0,0,0,0,0,0,fish
3130,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,14,5. VEGETATION,,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
3131,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,15,5. VEGETATION,,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
3132,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,16,5. VEGETATION,,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
3133,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,17,6. WILDLIFE AND WILDLIFE HABITAT,,0,0,0,0,1,0,0,0,0,0,0,0,0,wildlife
3134,fbaea550-e917-4460-a3ee-6424d495e68d,1,Noxious Weeds (High),"•  Perennial sow thistle (Sonchus arvensis), common tansy (Tanacetum vulgare), and scentless chamomile (Tripleurospermum inodorum) were identified with limited distribution. Noxious weed cover greater than reference site.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3135,fbaea550-e917-4460-a3ee-6424d495e68d,2,Plant Growth (Moderate),•  Limited vegetation growth is consistent with Year 1 expectations and no mitigation is required.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3136,fbaea550-e917-4460-a3ee-6424d495e68d,3,Watercourse (Low),•  Revetment posts in place and effective. •  Coconut matting is in place in good condition and willow saplings are starting to grow in. •  Banks appear stable and no erosion observed – sediment fence could be removed. •  Rip rap located in creek channel to prevent sedimentation downstream.,0,0,0,0,0,0,0,0,0,1,0,0,0,wetlands
3137,fbaea550-e917-4460-a3ee-6424d495e68d,4,Noxious Weeds (High) Plant Growth (Moderate),"•  Perennial sow thistle (Sonchus arvensis) was identified. Noxious weed cover greater than reference site.  •  Good first year plant growth, but limited establishment of species observed relative to reference site.",0,4,0,0,0,0,0,0,0,0,0,0,0,vegetation
3138,fbaea550-e917-4460-a3ee-6424d495e68d,5,Surface Drainage (High),"•  Access road from HWY 881 cuts across the ROW. Vehicle traffic causing rutting (36 cm deep).  •  Water ponding along the ROW was observed at KP 1+800. •  Landscape does not allow for drainage of ponded water, ROW is naturally low. Issue does not present unacceptable risk, and there are no impacts on land use; therefore, no work recommended.",0,0,1,0,0,0,0,0,0,0,0,0,0,water
3139,fbaea550-e917-4460-a3ee-6424d495e68d,6,Noxious Weeds (High) Plant Growth (High),"•  Common tansy (Tanacetum vulgare) was identified with limited distribution.  Noxious weed cover greater than reference site. •  Good first year plant growth, but limited establishment of species observed relative to reference site.",0,4,0,0,0,0,0,0,0,0,0,0,0,vegetation
3140,fbaea550-e917-4460-a3ee-6424d495e68d,7,Watercourse (Low),•  Revetment posts and coconut cloth in place maintaining bank stability.  •  Vegetation is re-establishing and sediment fence can be removed. •  Rip rap within channel to prevent sedimentation downstream. •  Part of the sediment fence has been knocked down by an ATV/UTV but does not appear to have caused any damage to the watercourse.,0,0,0,0,0,0,0,0,0,1,0,0,0,wetlands
3141,fbaea550-e917-4460-a3ee-6424d495e68d,8,Surface Drainage (Moderate),•  Ponding along the ROW was observed at KP 2+750.,0,0,1,0,0,0,0,0,0,0,0,0,0,water
3142,fbaea550-e917-4460-a3ee-6424d495e68d,9,Surface Drainage (Moderate),•  Ponding along the ROW was observed at KP 2+950.,0,0,1,0,0,0,0,0,0,0,0,0,0,water
3143,fbaea550-e917-4460-a3ee-6424d495e68d,10,Wetland (Low),•  Wetland is located off ROW and was not impacted by construction activities.,0,0,0,0,0,0,0,0,0,1,0,0,0,wetlands
3144,fbaea550-e917-4460-a3ee-6424d495e68d,11,Plant Growth (Low),•  Good first-year plant growth.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3145,fbaea550-e917-4460-a3ee-6424d495e68d,12,Erosion (Moderate),•  Subsidence and erosion was noted along the pipeline at KP 4+280 and water has pooled over top of trench crown.,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
3146,fbaea550-e917-4460-a3ee-6424d495e68d,13,Plant Growth (High),•  Limited vegetation growth is consistent with Year 1 expectations and no mitigation is required. •,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
3147,fbaea550-e917-4460-a3ee-6424d495e68d,14,Erosion (Moderate),•  Erosion of approximately 20 cm deep was noted along the trench at KP 5+050.,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
3148,fbaea550-e917-4460-a3ee-6424d495e68d,15,Wetland (Low),•   ROW Construction has not affected the function or drainage of the wetland  •  Wetland is on an acceptable trajectory of reaching pre-construction functional conditions.  •  Pre-construction contours restored. •  Appropriate wetland species are beginning to establish.,0,0,0,0,0,0,0,0,0,1,0,0,0,wetlands
3149,fbaea550-e917-4460-a3ee-6424d495e68d,16,Wetland (Low),•   Wetland is on an acceptable trajectory of reaching pre-construction functional conditions. •   Pre-construction contours restored. •   Appropriate wetland species are beginning to establish.,0,0,0,0,0,0,0,0,0,1,0,0,0,wetlands
3150,fbaea550-e917-4460-a3ee-6424d495e68d,17,Wetland (Low),•  Wetland is on an acceptable trajectory of reaching pre-construction functional conditions. •  Pre-construction contours restored. •  Appropriate wetland species are beginning to establish.,0,0,0,0,0,0,0,0,0,1,0,0,0,wetlands
